State,District,Market,Commodity Group,Commodity,Arrival Quantity,Arrival Unit,Arrival Date
West Bengal,Murshidabad,Lalbagh APMC,Cereals,Rice,10,Metric Tonnes,01-03-2026
West Bengal,Nadia,Bethuadahari APMC,Cereals,Rice,6.6,Metric Tonnes,01-03-2026
West Bengal,Nadia,Kalyani APMC,Cereals,Rice,12,Metric Tonnes,01-03-2026
West Bengal,Nadia,Karimpur APMC,Cereals,Rice,5.4,Metric Tonnes,01-03-2026
West Bengal,Paschim Bardhaman,Asansol APMC,Cereals,Rice,62,Metric Tonnes,01-03-2026
West Bengal,Paschim Bardhaman,Durgapur APMC,Cereals,Rice,63,Metric Tonnes,01-03-2026
West Bengal,Purba Bardhaman,Burdwan APMC,Cereals,Rice,40,Metric Tonnes,01-03-2026
West Bengal,Purba Bardhaman,Guskara APMC,Cereals,Rice,50,Metric Tonnes,01-03-2026
West Bengal,Purba Bardhaman,Kalna APMC,Cereals,Rice,51,Metric Tonnes,01-03-2026
West Bengal,Purba Bardhaman,Katwa APMC,Cereals,Rice,22,Metric Tonnes,01-03-2026
West Bengal,Purba Bardhaman,Memari APMC,Cereals,Rice,29,Metric Tonnes,01-03-2026
West Bengal,Puruliya,Balarampur APMC,Cereals,Rice,7.5,Metric Tonnes,01-03-2026
West Bengal,Sounth 24 Parganas,Baruipur(Canning) APMC,Cereals,Rice,17.5,Metric Tonnes,01-03-2026
West Bengal,Sounth 24 Parganas,Diamond Harbour(South 24-pgs) APMC,Cereals,Rice,17.5,Metric Tonnes,01-03-2026
