State,District,Market,Commodity Group,Commodity,Arrival Quantity,Arrival Unit,Arrival Date
Haryana,Kaithal,Kaithal APMC,Vegetables,Onion,10.7,Metric Tonnes,01-03-2026
Haryana,Kaithal,Pundri APMC,Vegetables,Onion,0.4,Metric Tonnes,01-03-2026
Haryana,Kaithal,Siwan APMC,Vegetables,Onion,2,Metric Tonnes,01-03-2026
Haryana,Karnal,"New Grain Market(main), Karnal APMC",Vegetables,Onion,55,Metric Tonnes,01-03-2026
Haryana,Kurukshetra,Ladwa APMC,Vegetables,Onion,1,Metric Tonnes,01-03-2026
Haryana,Mahendragarh-Narnaul,Mohindergarh APMC,Vegetables,Onion,3.45,Metric Tonnes,01-03-2026
Haryana,Mahendragarh-Narnaul,Narnaul APMC,Vegetables,Onion,1.8,Metric Tonnes,01-03-2026
Haryana,Mewat,Nuh APMC,Vegetables,Onion,2.5,Metric Tonnes,01-03-2026
Haryana,Panchkula,Barwala APMC,Vegetables,Onion,3.5,Metric Tonnes,01-03-2026
Haryana,Panipat,Madlauda APMC,Vegetables,Onion,0.3,Metric Tonnes,01-03-2026
Haryana,Panipat,Panipat APMC,Vegetables,Onion,65.8,Metric Tonnes,01-03-2026
Haryana,Panipat,Samalkha APMC,Vegetables,Onion,4.5,Metric Tonnes,01-03-2026
Haryana,Rewari,Kosli APMC,Vegetables,Onion,0.2,Metric Tonnes,01-03-2026
Haryana,Rewari,Rewari APMC,Vegetables,Onion,5.9,Metric Tonnes,01-03-2026
Haryana,Sirsa,Rania APMC,Vegetables,Onion,0.2,Metric Tonnes,01-03-2026
Haryana,Sirsa,Rania(Jiwan nagar) APMC,Vegetables,Onion,0.2,Metric Tonnes,01-03-2026
Haryana,Sirsa,Sirsa APMC,Vegetables,Onion,10.6,Metric Tonnes,01-03-2026
Haryana,Sonipat,Ganaur APMC,Vegetables,Onion,2.9,Metric Tonnes,01-03-2026
Haryana,Sonipat,Gohana APMC,Vegetables,Onion,8.7,Metric Tonnes,01-03-2026
Haryana,Sonipat,Sonepat APMC,Vegetables,Onion,15.4,Metric Tonnes,01-03-2026
Haryana,Sonipat,Sonepat(Kharkhoda) APMC,Vegetables,Onion,4,Metric Tonnes,01-03-2026
Haryana,Yamuna Nagar,Chhachrauli APMC,Vegetables,Onion,0.25,Metric Tonnes,01-03-2026
Haryana,Yamuna Nagar,Mustafabad APMC,Vegetables,Onion,0.29,Metric Tonnes,01-03-2026
Haryana,Yamuna Nagar,Sadhaura APMC,Vegetables,Onion,2.4,Metric Tonnes,01-03-2026
Himachal Pradesh,Kullu,PMY Kullu,Vegetables,Onion,1.6,Metric Tonnes,01-03-2026
Himachal Pradesh,Kullu,SMY Bhuntar,Vegetables,Onion,1.8,Metric Tonnes,01-03-2026
Himachal Pradesh,Mandi,SMY Takoli,Vegetables,Onion,0.15,Metric Tonnes,01-03-2026
Karnataka,Kolar,Chickkaballapura APMC,Vegetables,Onion,3,Metric Tonnes,01-03-2026
Karnataka,Kolar,Gowribidanoor APMC,Vegetables,Onion,0.3,Metric Tonnes,01-03-2026
Karnataka,Shimoga,Shimoga APMC,Vegetables,Onion,7.5,Metric Tonnes,01-03-2026
Kerala,Alappuzha,Kayamkulam APMC,Vegetables,Onion,9,Metric Tonnes,01-03-2026
Kerala,Ernakulam,Piravam APMC,Vegetables,Onion,5,Metric Tonnes,01-03-2026
Kerala,Idukki,Kattappana APMC,Vegetables,Onion,9.9,Metric Tonnes,01-03-2026
Kerala,Idukki,Vandiperiyar APMC,Vegetables,Onion,0.05,Metric Tonnes,01-03-2026
Kerala,Kannur,Kannur APMC,Vegetables,Onion,22,Metric Tonnes,01-03-2026
Kerala,Kannur,Thalasserry APMC,Vegetables,Onion,0.3,Metric Tonnes,01-03-2026
Kerala,Kollam,Anchal APMC,Vegetables,Onion,0.09,Metric Tonnes,01-03-2026
Kerala,Kollam,Chathanoor APMC,Vegetables,Onion,0.4,Metric Tonnes,01-03-2026
Kerala,Kottayam,Kanjirappally APMC,Vegetables,Onion,0.5,Metric Tonnes,01-03-2026
Kerala,Malappuram,Manjeri APMC,Vegetables,Onion,8,Metric Tonnes,01-03-2026
Kerala,Malappuram,Thirurrangadi APMC,Vegetables,Onion,2,Metric Tonnes,01-03-2026
Kerala,Palakad,Koduvayoor APMC,Vegetables,Onion,160,Metric Tonnes,01-03-2026
Kerala,Palakad,vadakarapathy APMC,Vegetables,Onion,1,Metric Tonnes,01-03-2026
Kerala,Thirssur,Chelakkara APMC,Vegetables,Onion,0.15,Metric Tonnes,01-03-2026
Kerala,Thirssur,Wadakkanchery APMC,Vegetables,Onion,0.6,Metric Tonnes,01-03-2026
Kerala,Thiruvananthapuram,Pothencode APMC,Vegetables,Onion,650,Metric Tonnes,01-03-2026
Kerala,Thiruvananthapuram,Vamanapuram APMC,Vegetables,Onion,0.16,Metric Tonnes,01-03-2026
Madhya Pradesh,Anupur,Anuppur(F&V) APMC,Vegetables,Onion,3,Metric Tonnes,01-03-2026
Madhya Pradesh,Badwani,Badwani(F&V) APMC,Vegetables,Onion,1.18,Metric Tonnes,01-03-2026
Madhya Pradesh,Badwani,Sendhwa(F&V) APMC,Vegetables,Onion,0.5,Metric Tonnes,01-03-2026
Madhya Pradesh,Chhindwara,Chindwara(F&V) APMC,Vegetables,Onion,1.6,Metric Tonnes,01-03-2026
Madhya Pradesh,Dewas,Dewas(F&V) APMC,Vegetables,Onion,3,Metric Tonnes,01-03-2026
Madhya Pradesh,Dhar,Badnawar(F&V) APMC,Vegetables,Onion,0.1,Metric Tonnes,01-03-2026
Madhya Pradesh,Hoshangabad,Pipariya(F&V) APMC,Vegetables,Onion,4,Metric Tonnes,01-03-2026
Madhya Pradesh,Jhabua,Petlawad(F&V) APMC,Vegetables,Onion,0.89,Metric Tonnes,01-03-2026
Madhya Pradesh,Morena,Sabalgarh(F&V) APMC,Vegetables,Onion,0,Metric Tonnes,01-03-2026
Madhya Pradesh,Rajgarh,Sarangpur APMC,Vegetables,Onion,25.2,Metric Tonnes,01-03-2026
Madhya Pradesh,Sagar,Deori APMC,Vegetables,Onion,37.4,Metric Tonnes,01-03-2026
Madhya Pradesh,Sagar,Rehli(F&V) APMC,Vegetables,Onion,1,Metric Tonnes,01-03-2026
Madhya Pradesh,Sagar,Sagar(F&V) APMC,Vegetables,Onion,21.9,Metric Tonnes,01-03-2026
Madhya Pradesh,Satna,Maihar(F&V) APMC,Vegetables,Onion,1,Metric Tonnes,01-03-2026
Madhya Pradesh,Shivpuri,Karera(F&V) APMC,Vegetables,Onion,0.7,Metric Tonnes,01-03-2026
Maharashtra,Ahmednagar,Akole APMC,Vegetables,Onion,348.4,Metric Tonnes,01-03-2026
Maharashtra,Ahmednagar,Parner APMC,Vegetables,Onion,"1,206.40",Metric Tonnes,01-03-2026
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Onion,105.9,Metric Tonnes,01-03-2026
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Onion,342.1,Metric Tonnes,01-03-2026
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Vegetables,Onion,40.7,Metric Tonnes,01-03-2026
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Onion,614,Metric Tonnes,01-03-2026
Maharashtra,Dharashiv(Usmanabad),Paranda APMC,Vegetables,Onion,624.9,Metric Tonnes,01-03-2026
Maharashtra,Jalgaon,Bhusaval APMC,Vegetables,Onion,9,Metric Tonnes,01-03-2026
Maharashtra,Nagpur,Kamthi APMC,Vegetables,Onion,4,Metric Tonnes,01-03-2026
Maharashtra,Pune,Junnar(Alephata) APMC,Vegetables,Onion,543.1,Metric Tonnes,01-03-2026
Maharashtra,Pune,Junnar(Narayangaon) APMC,Vegetables,Onion,9.2,Metric Tonnes,01-03-2026
Maharashtra,Pune,Junnar(Otur) APMC,Vegetables,Onion,"1,085.40",Metric Tonnes,01-03-2026
Maharashtra,Pune,Khed(Chakan) APMC,Vegetables,Onion,25,Metric Tonnes,01-03-2026
Maharashtra,Pune,Manchar APMC,Vegetables,Onion,"1,526.10",Metric Tonnes,01-03-2026
Maharashtra,Pune,Pune APMC,Vegetables,Onion,"2,137.00",Metric Tonnes,01-03-2026
Maharashtra,Pune,Pune(Khadiki) APMC,Vegetables,Onion,1.3,Metric Tonnes,01-03-2026
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Onion,8.6,Metric Tonnes,01-03-2026
Maharashtra,Pune,Pune(Moshi) APMC,Vegetables,Onion,63,Metric Tonnes,01-03-2026
Maharashtra,Pune,Pune(Pimpri) APMC,Vegetables,Onion,1.1,Metric Tonnes,01-03-2026
Maharashtra,Satara,Karad APMC,Vegetables,Onion,19.8,Metric Tonnes,01-03-2026
Maharashtra,Satara,Satara APMC,Vegetables,Onion,50,Metric Tonnes,01-03-2026
Maharashtra,Satara,Vaduj APMC,Vegetables,Onion,6,Metric Tonnes,01-03-2026
Maharashtra,Sholapur,Akluj APMC,Vegetables,Onion,58.8,Metric Tonnes,01-03-2026
Maharashtra,Sholapur,Mangal Wedha APMC,Vegetables,Onion,0.3,Metric Tonnes,01-03-2026
Maharashtra,Thane,Kalyan APMC,Vegetables,Onion,0.6,Metric Tonnes,01-03-2026
NCT of Delhi,Delhi,"Fruit&Vegetable Market,Gazipur APMC",Vegetables,Onion,648.7,Metric Tonnes,01-03-2026
Odisha,Balasore,Jaleswar APMC,Vegetables,Onion,30,Metric Tonnes,01-03-2026
Odisha,Bargarh,Bargarh APMC,Vegetables,Onion,218,Metric Tonnes,01-03-2026
Odisha,Bargarh,Bargarh(Barapalli) APMC,Vegetables,Onion,111,Metric Tonnes,01-03-2026
Odisha,Boudh,Boudh APMC,Vegetables,Onion,0.2,Metric Tonnes,01-03-2026
Odisha,Dhenkanal,Hindol APMC,Vegetables,Onion,1.8,Metric Tonnes,01-03-2026
Odisha,Dhenkanal,Kamakhyanagar APMC,Vegetables,Onion,2,Metric Tonnes,01-03-2026
Odisha,Mayurbhanja,Udala APMC,Vegetables,Onion,3,Metric Tonnes,01-03-2026
Punjab,Bhatinda,Bhagta Bhai Ka APMC,Vegetables,Onion,0.7,Metric Tonnes,01-03-2026
Punjab,Bhatinda,Rampuraphul(Nabha Mandi) APMC,Vegetables,Onion,0.69,Metric Tonnes,01-03-2026
Punjab,Gurdaspur,Dinanagar APMC,Vegetables,Onion,1.55,Metric Tonnes,01-03-2026
Punjab,Hoshiarpur,Mukerian APMC,Vegetables,Onion,2.95,Metric Tonnes,01-03-2026
Punjab,Moga,Nihal Singh Wala APMC,Vegetables,Onion,0.75,Metric Tonnes,01-03-2026
Punjab,Mohali,Banur APMC,Vegetables,Onion,0.6,Metric Tonnes,01-03-2026
Punjab,Mohali,Dera Bassi APMC,Vegetables,Onion,1,Metric Tonnes,01-03-2026
Punjab,Mohali,Kharar APMC,Vegetables,Onion,4.8,Metric Tonnes,01-03-2026
Punjab,Patiala,Dudhansadhan APMC,Vegetables,Onion,0.8,Metric Tonnes,01-03-2026
Punjab,Patiala,Ghanaur APMC,Vegetables,Onion,0.2,Metric Tonnes,01-03-2026
Punjab,Patiala,Rajpura APMC,Vegetables,Onion,9,Metric Tonnes,01-03-2026
Punjab,Sangrur,Bhawanigarh APMC,Vegetables,Onion,10,Metric Tonnes,01-03-2026
Punjab,Sangrur,Dhuri APMC,Vegetables,Onion,1,Metric Tonnes,01-03-2026
Punjab,Tarntaran,Tarantaran APMC,Vegetables,Onion,0.52,Metric Tonnes,01-03-2026
Rajasthan,Bharatpur,Bayana APMC,Vegetables,Onion,2,Metric Tonnes,01-03-2026
Rajasthan,Hanumangarh,Bhadara APMC,Vegetables,Onion,1.6,Metric Tonnes,01-03-2026
Rajasthan,Hanumangarh,Goluwala APMC,Vegetables,Onion,0.32,Metric Tonnes,01-03-2026
Rajasthan,Hanumangarh,Rawatsar APMC,Vegetables,Onion,0.5,Metric Tonnes,01-03-2026
Tamil Nadu,Ariyalur,Ariyalur(Uzhavar Sandhai) APMC,Vegetables,Onion,0.24,Metric Tonnes,01-03-2026
Tamil Nadu,Ariyalur,Jeyankondam (Uzhavar Sandhai ) APMC,Vegetables,Onion,0.04,Metric Tonnes,01-03-2026
Tamil Nadu,Chengalpattu,Chengalpet(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.53,Metric Tonnes,01-03-2026
Tamil Nadu,Chengalpattu,Guduvancheri(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.57,Metric Tonnes,01-03-2026
Tamil Nadu,Chengalpattu,Jameenrayapettai(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.65,Metric Tonnes,01-03-2026
Tamil Nadu,Chengalpattu,Madhuranthagam(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.11,Metric Tonnes,01-03-2026
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.25,Metric Tonnes,01-03-2026
Tamil Nadu,Chengalpattu,Nanganallur(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.25,Metric Tonnes,01-03-2026
Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ) APMC,Vegetables,Onion,1.2,Metric Tonnes,01-03-2026
Tamil Nadu,Chengalpattu,Thirukalukundram(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.18,Metric Tonnes,01-03-2026
Tamil Nadu,Coimbatore,Kurichi(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.05,Metric Tonnes,01-03-2026
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.95,Metric Tonnes,01-03-2026
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.64,Metric Tonnes,01-03-2026
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Vegetables,Onion,4.18,Metric Tonnes,01-03-2026
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Vegetables,Onion,1.52,Metric Tonnes,01-03-2026
Tamil Nadu,Coimbatore,Sulur(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.27,Metric Tonnes,01-03-2026
Tamil Nadu,Coimbatore,Sundarapuram(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.76,Metric Tonnes,01-03-2026
Tamil Nadu,Coimbatore,Udumalpet APMC,Vegetables,Onion,0.82,Metric Tonnes,01-03-2026
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.85,Metric Tonnes,01-03-2026
Tamil Nadu,Cuddalore,Chidambaram(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.02,Metric Tonnes,01-03-2026
Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.35,Metric Tonnes,01-03-2026
Tamil Nadu,Cuddalore,Panruti(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.04,Metric Tonnes,01-03-2026
Tamil Nadu,Cuddalore,Vadalur(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.17,Metric Tonnes,01-03-2026
Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.14,Metric Tonnes,01-03-2026
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.82,Metric Tonnes,01-03-2026
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ) APMC,Vegetables,Onion,1.54,Metric Tonnes,01-03-2026
Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.24,Metric Tonnes,01-03-2026
Tamil Nadu,Dharmapuri,Karimangalam(Uzhavar Sandhai),Vegetables,Onion,0.13,Metric Tonnes,01-03-2026
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.12,Metric Tonnes,01-03-2026
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.19,Metric Tonnes,01-03-2026
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.75,Metric Tonnes,01-03-2026
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ) APMC,Vegetables,Onion,1,Metric Tonnes,01-03-2026
Tamil Nadu,Dindigul,Palani(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.95,Metric Tonnes,01-03-2026
Tamil Nadu,Dindigul,Vedasanthur(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.02,Metric Tonnes,01-03-2026
Tamil Nadu,Erode,Gobichettipalayam(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.56,Metric Tonnes,01-03-2026
Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.35,Metric Tonnes,01-03-2026
Tamil Nadu,Erode,Sampath Nagar(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.72,Metric Tonnes,01-03-2026
Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.33,Metric Tonnes,01-03-2026
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.26,Metric Tonnes,01-03-2026
Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.32,Metric Tonnes,01-03-2026
Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.16,Metric Tonnes,01-03-2026
Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.65,Metric Tonnes,01-03-2026
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.88,Metric Tonnes,01-03-2026
Tamil Nadu,Kancheepuram,Sunguvarchatram(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.59,Metric Tonnes,01-03-2026
Tamil Nadu,Karur,Gandhigramam(Uzhavar Sandhai),Vegetables,Onion,0.36,Metric Tonnes,01-03-2026
Tamil Nadu,Karur,Karur(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.75,Metric Tonnes,01-03-2026
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.7,Metric Tonnes,01-03-2026
Tamil Nadu,Karur,Velayuthampalayam(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.16,Metric Tonnes,01-03-2026
Tamil Nadu,Krishnagiri,Avallapalli(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.24,Metric Tonnes,01-03-2026
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.24,Metric Tonnes,01-03-2026
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ) APMC,Vegetables,Onion,2.28,Metric Tonnes,01-03-2026
Tamil Nadu,Krishnagiri,Kaveripattinam(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.26,Metric Tonnes,01-03-2026
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ) APMC,Vegetables,Onion,1.46,Metric Tonnes,01-03-2026
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.64,Metric Tonnes,01-03-2026
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ) APMC,Vegetables,Onion,1.2,Metric Tonnes,01-03-2026
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ) APMC,Vegetables,Onion,1.25,Metric Tonnes,01-03-2026
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.73,Metric Tonnes,01-03-2026
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ) APMC,Vegetables,Onion,1.4,Metric Tonnes,01-03-2026
Tamil Nadu,Madurai,Thirumangalam(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.78,Metric Tonnes,01-03-2026
Tamil Nadu,Madurai,Usilampatti(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.65,Metric Tonnes,01-03-2026
Tamil Nadu,Nagapattinam,Mayiladuthurai(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.19,Metric Tonnes,01-03-2026
Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.27,Metric Tonnes,01-03-2026
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.37,Metric Tonnes,01-03-2026
Tamil Nadu,Nagapattinam,Vedaranyam(Uzhavar Sandhai),Vegetables,Onion,0.07,Metric Tonnes,01-03-2026
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.07,Metric Tonnes,01-03-2026
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri APMC,Vegetables,Onion,0.64,Metric Tonnes,01-03-2026
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.22,Metric Tonnes,01-03-2026
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.41,Metric Tonnes,01-03-2026
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ) APMC,Vegetables,Onion,1.95,Metric Tonnes,01-03-2026
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.52,Metric Tonnes,01-03-2026
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.96,Metric Tonnes,01-03-2026
Tamil Nadu,Namakkal,Tiruchengode APMC,Vegetables,Onion,0.27,Metric Tonnes,01-03-2026
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.8,Metric Tonnes,01-03-2026
Tamil Nadu,Pudukkottai,Alangudi(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.12,Metric Tonnes,01-03-2026
Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.13,Metric Tonnes,01-03-2026
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.39,Metric Tonnes,01-03-2026
Tamil Nadu,Pudukkottai,Karambakkudi(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.22,Metric Tonnes,01-03-2026
Tamil Nadu,Pudukkottai,Ponnamaravathi(Uzhavar Sandhai),Vegetables,Onion,0.18,Metric Tonnes,01-03-2026
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.95,Metric Tonnes,01-03-2026
Tamil Nadu,Pudukkottai,Viralimalai(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.13,Metric Tonnes,01-03-2026
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.41,Metric Tonnes,01-03-2026
Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.19,Metric Tonnes,01-03-2026
Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.82,Metric Tonnes,01-03-2026
Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.05,Metric Tonnes,01-03-2026
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.2,Metric Tonnes,01-03-2026
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ) APMC,Vegetables,Onion,1.14,Metric Tonnes,01-03-2026
Tamil Nadu,Salem,Attayampatti(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.15,Metric Tonnes,01-03-2026
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ) APMC,Vegetables,Onion,0.31,Metric Tonnes,01-03-2026
Tamil Nadu,Salem,Elampillai(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.36,Metric Tonnes,01-03-2026
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.68,Metric Tonnes,01-03-2026
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.18,Metric Tonnes,01-03-2026
Tamil Nadu,Salem,Mecheri(Uzhavar Sandhai),Vegetables,Onion,0.17,Metric Tonnes,01-03-2026
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.65,Metric Tonnes,01-03-2026
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.78,Metric Tonnes,01-03-2026
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ) APMC,Vegetables,Onion,0.48,Metric Tonnes,01-03-2026
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ) APMC,Vegetables,Onion,0.35,Metric Tonnes,01-03-2026
Tamil Nadu,Salem,Vazhapadi(Uzhavar Sandhai),Vegetables,Onion,0.1,Metric Tonnes,01-03-2026
