State,District,Market,Commodity Group,Commodity,Arrival Quantity,Arrival Unit,Arrival Date
Madhya Pradesh,Panna,Panna APMC,Cereals,Wheat,8.69,Metric Tonnes,01-03-2026
Madhya Pradesh,Rajgarh,Biaora APMC,Cereals,Wheat,19.31,Metric Tonnes,01-03-2026
Madhya Pradesh,Rajgarh,Chhapiheda APMC,Cereals,Wheat,13.78,Metric Tonnes,01-03-2026
Madhya Pradesh,Rajgarh,Jeerapur APMC,Cereals,Wheat,11.22,Metric Tonnes,01-03-2026
Madhya Pradesh,Rajgarh,Khilchipur APMC,Cereals,Wheat,35.05,Metric Tonnes,01-03-2026
Madhya Pradesh,Rajgarh,Pachaur APMC,Cereals,Wheat,30.82,Metric Tonnes,01-03-2026
Madhya Pradesh,Rajgarh,Sarangpur APMC,Cereals,Wheat,14.25,Metric Tonnes,01-03-2026
Madhya Pradesh,Ratlam,Ratlam APMC,Cereals,Wheat,11.53,Metric Tonnes,01-03-2026
Madhya Pradesh,Ratlam,Taal APMC,Cereals,Wheat,45.08,Metric Tonnes,01-03-2026
Madhya Pradesh,Rewa,Chaakghat APMC,Cereals,Wheat,16.7,Metric Tonnes,01-03-2026
Madhya Pradesh,Sagar,Deori APMC,Cereals,Wheat,24.6,Metric Tonnes,01-03-2026
Madhya Pradesh,Sagar,Rahatgarh APMC,Cereals,Wheat,16.16,Metric Tonnes,01-03-2026
Madhya Pradesh,Sagar,Sagar APMC,Cereals,Wheat,34.65,Metric Tonnes,01-03-2026
Madhya Pradesh,Sagar,Shahagarh APMC,Cereals,Wheat,52.7,Metric Tonnes,01-03-2026
Madhya Pradesh,Satna,Amarpatan APMC,Cereals,Wheat,22.7,Metric Tonnes,01-03-2026
Madhya Pradesh,Satna,Mehar APMC,Cereals,Wheat,17.92,Metric Tonnes,01-03-2026
Madhya Pradesh,Satna,Nagod APMC,Cereals,Wheat,16.7,Metric Tonnes,01-03-2026
Madhya Pradesh,Sehore,Sehore APMC,Cereals,Wheat,9.36,Metric Tonnes,01-03-2026
Madhya Pradesh,Seoni,Lakhnadon APMC,Cereals,Wheat,17.1,Metric Tonnes,01-03-2026
Madhya Pradesh,Shajapur,Agar APMC,Cereals,Wheat,61.84,Metric Tonnes,01-03-2026
Madhya Pradesh,Shajapur,Badod APMC,Cereals,Wheat,28.3,Metric Tonnes,01-03-2026
Madhya Pradesh,Shajapur,Kalapipal APMC,Cereals,Wheat,25.64,Metric Tonnes,01-03-2026
Madhya Pradesh,Shajapur,Soyatkalan APMC,Cereals,Wheat,1.56,Metric Tonnes,01-03-2026
Madhya Pradesh,Sheopur,Vijaypur APMC,Cereals,Wheat,5.2,Metric Tonnes,01-03-2026
Madhya Pradesh,Sidhi,Sidhi APMC,Cereals,Wheat,19,Metric Tonnes,01-03-2026
Madhya Pradesh,Tikamgarh,Jatara APMC,Cereals,Wheat,7.06,Metric Tonnes,01-03-2026
Madhya Pradesh,Tikamgarh,Khargapur APMC,Cereals,Wheat,106.49,Metric Tonnes,01-03-2026
Madhya Pradesh,Tikamgarh,Niwadi APMC,Cereals,Wheat,216.58,Metric Tonnes,01-03-2026
Madhya Pradesh,Ujjain,Badnagar APMC,Cereals,Wheat,1.55,Metric Tonnes,01-03-2026
Madhya Pradesh,Ujjain,Khachrod APMC,Cereals,Wheat,17.1,Metric Tonnes,01-03-2026
Madhya Pradesh,Ujjain,Tarana APMC,Cereals,Wheat,48.98,Metric Tonnes,01-03-2026
Madhya Pradesh,Ujjain,Ujjain APMC,Cereals,Wheat,37.64,Metric Tonnes,01-03-2026
Madhya Pradesh,Umariya,Umariya APMC,Cereals,Wheat,10.17,Metric Tonnes,01-03-2026
Madhya Pradesh,Vidisha,Shamshabad APMC,Cereals,Wheat,15,Metric Tonnes,01-03-2026
Maharashtra,Ahmednagar,Karjat(Rashin) APMC,Cereals,Wheat,1.7,Metric Tonnes,01-03-2026
Maharashtra,Ahmednagar,Om Chaitanya Multistate Agro Purpose CoOp Society  APMC,Cereals,Wheat,0.38,Metric Tonnes,01-03-2026
Maharashtra,Ahmednagar,Rahuri APMC,Cereals,Wheat,0.3,Metric Tonnes,01-03-2026
Maharashtra,Buldhana,Buldhana(Dhad) APMC,Cereals,Wheat,7,Metric Tonnes,01-03-2026
Maharashtra,Chattrapati Sambhajinagar,Kannad APMC,Cereals,Wheat,5.6,Metric Tonnes,01-03-2026
Maharashtra,Chattrapati Sambhajinagar,Paithan APMC,Cereals,Wheat,2.8,Metric Tonnes,01-03-2026
Maharashtra,Chattrapati Sambhajinagar,Sillod APMC,Cereals,Wheat,12.2,Metric Tonnes,01-03-2026
Maharashtra,Nagpur,Katol APMC,Cereals,Wheat,2.3,Metric Tonnes,01-03-2026
Maharashtra,Thane,Kalyan APMC,Cereals,Wheat,0.3,Metric Tonnes,01-03-2026
Maharashtra,Thane,Ulhasnagar APMC,Cereals,Wheat,36,Metric Tonnes,01-03-2026
NCT of Delhi,Delhi,Najafgarh APMC,Cereals,Wheat,20.3,Metric Tonnes,01-03-2026
Rajasthan,Baran,Atru APMC,Cereals,Wheat,7.7,Metric Tonnes,01-03-2026
Rajasthan,Deeg,Kama APMC,Cereals,Wheat,1,Metric Tonnes,01-03-2026
Rajasthan,Tonk,Malpura APMC,Cereals,Wheat,51,Metric Tonnes,01-03-2026
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,12,Metric Tonnes,01-03-2026
Uttar Pradesh,Aligarh,Charra APMC,Cereals,Wheat,12.5,Metric Tonnes,01-03-2026
Uttar Pradesh,Balrampur,Panchpedwa APMC,Cereals,Wheat,2.6,Metric Tonnes,01-03-2026
Uttar Pradesh,Balrampur,Tulsipur APMC,Cereals,Wheat,15,Metric Tonnes,01-03-2026
Uttar Pradesh,Bulandshahar,Siyana APMC,Cereals,Wheat,2,Metric Tonnes,01-03-2026
Uttar Pradesh,Fatehpur,Fatehpur APMC,Cereals,Wheat,190,Metric Tonnes,01-03-2026
Uttar Pradesh,Hathras,Sikandraraau APMC,Cereals,Wheat,15,Metric Tonnes,01-03-2026
Uttar Pradesh,Jalaun (Orai),Ait APMC,Cereals,Wheat,5,Metric Tonnes,01-03-2026
Uttar Pradesh,Jalaun (Orai),Jalaun APMC,Cereals,Wheat,61.9,Metric Tonnes,01-03-2026
Uttar Pradesh,Jalaun (Orai),Konch APMC,Cereals,Wheat,33.2,Metric Tonnes,01-03-2026
Uttar Pradesh,Jalaun (Orai),Madhogarh APMC,Cereals,Wheat,30,Metric Tonnes,01-03-2026
Uttar Pradesh,Jhansi,Mauranipur APMC,Cereals,Wheat,10,Metric Tonnes,01-03-2026
Uttar Pradesh,Kanpur Dehat,Pukharayan APMC,Cereals,Wheat,78,Metric Tonnes,01-03-2026
Uttar Pradesh,Lucknow,Banthara APMC,Cereals,Wheat,125.8,Metric Tonnes,01-03-2026
Uttar Pradesh,Raebarelli,Lalganj APMC,Cereals,Wheat,32,Metric Tonnes,01-03-2026
Uttarakhand,Haridwar,Lakshar APMC,Cereals,Wheat,17.7,Metric Tonnes,01-03-2026
West Bengal,Bankura,Bishnupur(Bankura) APMC,Cereals,Wheat,0.18,Metric Tonnes,01-03-2026
West Bengal,Birbhum,Birbhum APMC,Cereals,Wheat,13,Metric Tonnes,01-03-2026
West Bengal,Birbhum,Bolpur APMC,Cereals,Wheat,12,Metric Tonnes,01-03-2026
West Bengal,Birbhum,Sainthia APMC,Cereals,Wheat,14,Metric Tonnes,01-03-2026
West Bengal,Murshidabad,Beldanga APMC,Cereals,Wheat,2,Metric Tonnes,01-03-2026
West Bengal,Murshidabad,Jiaganj APMC,Cereals,Wheat,8,Metric Tonnes,01-03-2026
West Bengal,Murshidabad,Kandi APMC,Cereals,Wheat,2,Metric Tonnes,01-03-2026
West Bengal,Nadia,Karimpur APMC,Cereals,Wheat,4.5,Metric Tonnes,01-03-2026
West Bengal,Paschim Bardhaman,Asansol APMC,Cereals,Wheat,4.3,Metric Tonnes,01-03-2026
West Bengal,Paschim Bardhaman,Durgapur APMC,Cereals,Wheat,4,Metric Tonnes,01-03-2026
