State,District,Market,Commodity Group,Commodity,Arrival Quantity,Arrival Unit,Arrival Date
Kerala,Kollam,Chathanoor APMC,Vegetables,Tomato,0.4,Metric Tonnes,01-03-2026
Kerala,Kollam,Sasthamkotta APMC,Vegetables,Tomato,0.4,Metric Tonnes,01-03-2026
Kerala,Kottayam,Kanjirappally APMC,Vegetables,Tomato,0.5,Metric Tonnes,01-03-2026
Kerala,Kozhikode(Calicut),Thamarassery APMC,Vegetables,Tomato,0.6,Metric Tonnes,01-03-2026
Kerala,Malappuram,Thirurrangadi APMC,Vegetables,Tomato,4,Metric Tonnes,01-03-2026
Kerala,Palakad,Koduvayoor APMC,Vegetables,Tomato,0.8,Metric Tonnes,01-03-2026
Kerala,Palakad,vadakarapathy APMC,Vegetables,Tomato,4.2,Metric Tonnes,01-03-2026
Kerala,Thirssur,Kodungalloor APMC,Vegetables,Tomato,2,Metric Tonnes,01-03-2026
Kerala,Thirssur,Wadakkanchery APMC,Vegetables,Tomato,0.25,Metric Tonnes,01-03-2026
Kerala,Thiruvananthapuram,Pothencode APMC,Vegetables,Tomato,650,Metric Tonnes,01-03-2026
Madhya Pradesh,Badwani,Badwani(F&V) APMC,Vegetables,Tomato,1.21,Metric Tonnes,01-03-2026
Madhya Pradesh,Badwani,Sendhwa(F&V) APMC,Vegetables,Tomato,0.7,Metric Tonnes,01-03-2026
Madhya Pradesh,Chhindwara,Chindwara(F&V) APMC,Vegetables,Tomato,0.4,Metric Tonnes,01-03-2026
Madhya Pradesh,Dewas,Dewas(F&V) APMC,Vegetables,Tomato,1.2,Metric Tonnes,01-03-2026
Madhya Pradesh,Hoshangabad,Pipariya(F&V) APMC,Vegetables,Tomato,5,Metric Tonnes,01-03-2026
Madhya Pradesh,Jhabua,Petlawad(F&V) APMC,Vegetables,Tomato,0.8,Metric Tonnes,01-03-2026
Madhya Pradesh,Khandwa,Sanawad(F&V) APMC,Vegetables,Tomato,4,Metric Tonnes,01-03-2026
Madhya Pradesh,Morena,Sabalgarh(F&V) APMC,Vegetables,Tomato,0,Metric Tonnes,01-03-2026
Madhya Pradesh,Rajgarh,Sarangpur(F&V) APMC,Vegetables,Tomato,0.7,Metric Tonnes,01-03-2026
Madhya Pradesh,Sagar,Rehli(F&V) APMC,Vegetables,Tomato,2,Metric Tonnes,01-03-2026
Madhya Pradesh,Sagar,Sagar(F&V) APMC,Vegetables,Tomato,2.8,Metric Tonnes,01-03-2026
Madhya Pradesh,Shivpuri,Karera(F&V) APMC,Vegetables,Tomato,0.9,Metric Tonnes,01-03-2026
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Tomato,23.2,Metric Tonnes,01-03-2026
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Tomato,8.3,Metric Tonnes,01-03-2026
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Tomato,4.6,Metric Tonnes,01-03-2026
Maharashtra,Ahmednagar,Shrirampur APMC,Vegetables,Tomato,3.3,Metric Tonnes,01-03-2026
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Vegetables,Tomato,16.8,Metric Tonnes,01-03-2026
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Tomato,12,Metric Tonnes,01-03-2026
Maharashtra,Jalgaon,Bhusaval APMC,Vegetables,Tomato,11.3,Metric Tonnes,01-03-2026
Maharashtra,Kolhapur,Vadgaonpeth APMC,Vegetables,Tomato,5.5,Metric Tonnes,01-03-2026
Maharashtra,Nagpur,Kalmeshwar APMC,Vegetables,Tomato,2.8,Metric Tonnes,01-03-2026
Maharashtra,Nagpur,Kamthi APMC,Vegetables,Tomato,5,Metric Tonnes,01-03-2026
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,106.2,Metric Tonnes,01-03-2026
Maharashtra,Nashik,Pimpalgaon APMC,Vegetables,Tomato,20.2,Metric Tonnes,01-03-2026
Maharashtra,Pune,Khed(Chakan) APMC,Vegetables,Tomato,31,Metric Tonnes,01-03-2026
Maharashtra,Pune,Pune APMC,Vegetables,Tomato,277.2,Metric Tonnes,01-03-2026
Maharashtra,Pune,Pune(Khadiki) APMC,Vegetables,Tomato,1.1,Metric Tonnes,01-03-2026
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Tomato,47.4,Metric Tonnes,01-03-2026
Maharashtra,Pune,Pune(Moshi) APMC,Vegetables,Tomato,66.6,Metric Tonnes,01-03-2026
Maharashtra,Pune,Pune(Pimpri) APMC,Vegetables,Tomato,3,Metric Tonnes,01-03-2026
Maharashtra,Raigad,Panvel APMC,Vegetables,Tomato,50.5,Metric Tonnes,01-03-2026
Maharashtra,Satara,Karad APMC,Vegetables,Tomato,1.8,Metric Tonnes,01-03-2026
Maharashtra,Satara,Phaltan APMC,Vegetables,Tomato,6.5,Metric Tonnes,01-03-2026
Maharashtra,Satara,Satara APMC,Vegetables,Tomato,10,Metric Tonnes,01-03-2026
Maharashtra,Satara,Vai APMC,Vegetables,Tomato,12,Metric Tonnes,01-03-2026
Maharashtra,Sholapur,Akluj APMC,Vegetables,Tomato,2.3,Metric Tonnes,01-03-2026
Maharashtra,Sholapur,Mangal Wedha APMC,Vegetables,Tomato,3.4,Metric Tonnes,01-03-2026
Maharashtra,Thane,Kalyan APMC,Vegetables,Tomato,0.3,Metric Tonnes,01-03-2026
NCT of Delhi,Delhi,"Fruit&Vegetable Market,Gazipur APMC",Vegetables,Tomato,108.87,Metric Tonnes,01-03-2026
Odisha,Bargarh,Padampur APMC,Vegetables,Tomato,2.9,Metric Tonnes,01-03-2026
Odisha,Bhadrak,Bhadrak APMC,Vegetables,Tomato,12,Metric Tonnes,01-03-2026
Odisha,Boudh,Boudh APMC,Vegetables,Tomato,0.4,Metric Tonnes,01-03-2026
Odisha,Cuttack,Rairangpur APMC,Vegetables,Tomato,3.5,Metric Tonnes,01-03-2026
Odisha,Dhenkanal,Hindol APMC,Vegetables,Tomato,1.5,Metric Tonnes,01-03-2026
Odisha,Dhenkanal,Kamakhyanagar APMC,Vegetables,Tomato,0.4,Metric Tonnes,01-03-2026
Odisha,Jharsuguda,Jharsuguda APMC,Vegetables,Tomato,2,Metric Tonnes,01-03-2026
Odisha,Keonjhar,Champua APMC,Vegetables,Tomato,0.85,Metric Tonnes,01-03-2026
Odisha,Keonjhar,Saharpada APMC,Vegetables,Tomato,0.8,Metric Tonnes,01-03-2026
Odisha,Khurda,Balugaon APMC,Vegetables,Tomato,1.2,Metric Tonnes,01-03-2026
Odisha,Mayurbhanja,Baripada APMC,Vegetables,Tomato,3.6,Metric Tonnes,01-03-2026
Odisha,Mayurbhanja,Karanjia APMC,Vegetables,Tomato,0.1,Metric Tonnes,01-03-2026
Odisha,Mayurbhanja,Udala APMC,Vegetables,Tomato,5.6,Metric Tonnes,01-03-2026
Odisha,Sonepur,Birmaharajpur APMC,Vegetables,Tomato,2.2,Metric Tonnes,01-03-2026
Punjab,Bhatinda,Bhagta Bhai Ka APMC,Vegetables,Tomato,0.4,Metric Tonnes,01-03-2026
Punjab,Bhatinda,Rampuraphul(Nabha Mandi) APMC,Vegetables,Tomato,0.21,Metric Tonnes,01-03-2026
Punjab,Gurdaspur,Dinanagar APMC,Vegetables,Tomato,1.45,Metric Tonnes,01-03-2026
Punjab,Hoshiarpur,Mukerian APMC,Vegetables,Tomato,2.87,Metric Tonnes,01-03-2026
Punjab,Mansa,Mansa APMC,Vegetables,Tomato,4,Metric Tonnes,01-03-2026
Punjab,Mohali,Banur APMC,Vegetables,Tomato,0.3,Metric Tonnes,01-03-2026
Punjab,Mohali,Dera Bassi APMC,Vegetables,Tomato,0.2,Metric Tonnes,01-03-2026
Punjab,Mohali,Kharar APMC,Vegetables,Tomato,3.3,Metric Tonnes,01-03-2026
Punjab,Patiala,Dudhansadhan APMC,Vegetables,Tomato,0.4,Metric Tonnes,01-03-2026
Punjab,Patiala,Ghanaur APMC,Vegetables,Tomato,0.2,Metric Tonnes,01-03-2026
Punjab,Patiala,Rajpura APMC,Vegetables,Tomato,3,Metric Tonnes,01-03-2026
Punjab,Sangrur,Ahmedgarh APMC,Vegetables,Tomato,0.1,Metric Tonnes,01-03-2026
Punjab,Sangrur,Bhawanigarh APMC,Vegetables,Tomato,2,Metric Tonnes,01-03-2026
Punjab,Sangrur,Dhuri APMC,Vegetables,Tomato,0.2,Metric Tonnes,01-03-2026
Punjab,Tarntaran,Tarantaran APMC,Vegetables,Tomato,0.15,Metric Tonnes,01-03-2026
Rajasthan,Bharatpur,Bayana APMC,Vegetables,Tomato,1.8,Metric Tonnes,01-03-2026
Rajasthan,Hanumangarh,Bhadara APMC,Vegetables,Tomato,1.3,Metric Tonnes,01-03-2026
Rajasthan,Hanumangarh,Goluwala APMC,Vegetables,Tomato,0.22,Metric Tonnes,01-03-2026
Rajasthan,Hanumangarh,Rawatsar APMC,Vegetables,Tomato,0.4,Metric Tonnes,01-03-2026
Rajasthan,Jalore,Jalore APMC,Vegetables,Tomato,1,Metric Tonnes,01-03-2026
Tamil Nadu,Ariyalur,Ariyalur(Uzhavar Sandhai) APMC,Vegetables,Tomato,0.18,Metric Tonnes,01-03-2026
Tamil Nadu,Ariyalur,Jeyankondam (Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.04,Metric Tonnes,01-03-2026
Tamil Nadu,Chengalpattu,Chengalpet(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.73,Metric Tonnes,01-03-2026
Tamil Nadu,Chengalpattu,Guduvancheri(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.47,Metric Tonnes,01-03-2026
Tamil Nadu,Chengalpattu,Jameenrayapettai(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.65,Metric Tonnes,01-03-2026
Tamil Nadu,Chengalpattu,Madhuranthagam(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.12,Metric Tonnes,01-03-2026
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.25,Metric Tonnes,01-03-2026
Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ) APMC,Vegetables,Tomato,1.15,Metric Tonnes,01-03-2026
Tamil Nadu,Chengalpattu,Thirukalukundram(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.18,Metric Tonnes,01-03-2026
Tamil Nadu,Coimbatore,Kurichi(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.12,Metric Tonnes,01-03-2026
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ) APMC,Vegetables,Tomato,3.15,Metric Tonnes,01-03-2026
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ) APMC,Vegetables,Tomato,1.73,Metric Tonnes,01-03-2026
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Vegetables,Tomato,3.71,Metric Tonnes,01-03-2026
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Vegetables,Tomato,9.14,Metric Tonnes,01-03-2026
Tamil Nadu,Coimbatore,Sulur(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.84,Metric Tonnes,01-03-2026
Tamil Nadu,Coimbatore,Sundarapuram(Uzhavar Sandhai ) APMC,Vegetables,Tomato,1.79,Metric Tonnes,01-03-2026
Tamil Nadu,Coimbatore,Udumalpet APMC,Vegetables,Tomato,1.1,Metric Tonnes,01-03-2026
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Vegetables,Tomato,1.85,Metric Tonnes,01-03-2026
Tamil Nadu,Cuddalore,Chidambaram(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.02,Metric Tonnes,01-03-2026
Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.4,Metric Tonnes,01-03-2026
Tamil Nadu,Cuddalore,Panruti(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.03,Metric Tonnes,01-03-2026
Tamil Nadu,Cuddalore,Vadalur(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.16,Metric Tonnes,01-03-2026
Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.13,Metric Tonnes,01-03-2026
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ) APMC,Vegetables,Tomato,3.66,Metric Tonnes,01-03-2026
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ) APMC,Vegetables,Tomato,14.1,Metric Tonnes,01-03-2026
Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ) APMC,Vegetables,Tomato,1.9,Metric Tonnes,01-03-2026
Tamil Nadu,Dharmapuri,Karimangalam(Uzhavar Sandhai),Vegetables,Tomato,0.65,Metric Tonnes,01-03-2026
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ) APMC,Vegetables,Tomato,1.42,Metric Tonnes,01-03-2026
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ) APMC,Vegetables,Tomato,5,Metric Tonnes,01-03-2026
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.8,Metric Tonnes,01-03-2026
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ) APMC,Vegetables,Tomato,1.8,Metric Tonnes,01-03-2026
Tamil Nadu,Dindigul,Palani(Uzhavar Sandhai ) APMC,Vegetables,Tomato,3.12,Metric Tonnes,01-03-2026
Tamil Nadu,Dindigul,Vedasanthur(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.02,Metric Tonnes,01-03-2026
Tamil Nadu,Erode,Gobichettipalayam(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.76,Metric Tonnes,01-03-2026
Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.47,Metric Tonnes,01-03-2026
Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.3,Metric Tonnes,01-03-2026
Tamil Nadu,Erode,Sampath Nagar(Uzhavar Sandhai ) APMC,Vegetables,Tomato,2.47,Metric Tonnes,01-03-2026
Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.96,Metric Tonnes,01-03-2026
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.6,Metric Tonnes,01-03-2026
Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.88,Metric Tonnes,01-03-2026
Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.16,Metric Tonnes,01-03-2026
Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.36,Metric Tonnes,01-03-2026
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.85,Metric Tonnes,01-03-2026
Tamil Nadu,Kancheepuram,Sunguvarchatram(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.5,Metric Tonnes,01-03-2026
Tamil Nadu,Karur,Gandhigramam(Uzhavar Sandhai),Vegetables,Tomato,0.36,Metric Tonnes,01-03-2026
Tamil Nadu,Karur,Karur(Uzhavar Sandhai ) APMC,Vegetables,Tomato,2.17,Metric Tonnes,01-03-2026
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ) APMC,Vegetables,Tomato,2.02,Metric Tonnes,01-03-2026
Tamil Nadu,Karur,Pallapatti (Uzhavar Sandhai ) APMC,Vegetables,Tomato,1.2,Metric Tonnes,01-03-2026
Tamil Nadu,Karur,Velayuthampalayam(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.26,Metric Tonnes,01-03-2026
Tamil Nadu,Karur,Vengamedu(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.26,Metric Tonnes,01-03-2026
Tamil Nadu,Krishnagiri,Avallapalli(Uzhavar Sandhai ) APMC,Vegetables,Tomato,1.2,Metric Tonnes,01-03-2026
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ) APMC,Vegetables,Tomato,2.26,Metric Tonnes,01-03-2026
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ) APMC,Vegetables,Tomato,7,Metric Tonnes,01-03-2026
Tamil Nadu,Krishnagiri,Kaveripattinam(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.25,Metric Tonnes,01-03-2026
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ) APMC,Vegetables,Tomato,4.25,Metric Tonnes,01-03-2026
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.89,Metric Tonnes,01-03-2026
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ) APMC,Vegetables,Tomato,1.3,Metric Tonnes,01-03-2026
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ) APMC,Vegetables,Tomato,2.5,Metric Tonnes,01-03-2026
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.63,Metric Tonnes,01-03-2026
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ) APMC,Vegetables,Tomato,1.4,Metric Tonnes,01-03-2026
Tamil Nadu,Madurai,Thirumangalam(Uzhavar Sandhai ) APMC,Vegetables,Tomato,1.15,Metric Tonnes,01-03-2026
Tamil Nadu,Madurai,Usilampatti(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.73,Metric Tonnes,01-03-2026
Tamil Nadu,Nagapattinam,Mayiladuthurai(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.18,Metric Tonnes,01-03-2026
Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.38,Metric Tonnes,01-03-2026
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.29,Metric Tonnes,01-03-2026
Tamil Nadu,Nagapattinam,Vedaranyam(Uzhavar Sandhai),Vegetables,Tomato,0.09,Metric Tonnes,01-03-2026
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.05,Metric Tonnes,01-03-2026
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri APMC,Vegetables,Tomato,1.29,Metric Tonnes,01-03-2026
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ) APMC,Vegetables,Tomato,3.86,Metric Tonnes,01-03-2026
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.35,Metric Tonnes,01-03-2026
Tamil Nadu,Namakkal,Tiruchengode APMC,Vegetables,Tomato,0.18,Metric Tonnes,01-03-2026
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ) APMC,Vegetables,Tomato,2.82,Metric Tonnes,01-03-2026
Tamil Nadu,Pudukkottai,Alangudi(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.48,Metric Tonnes,01-03-2026
Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.67,Metric Tonnes,01-03-2026
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.64,Metric Tonnes,01-03-2026
Tamil Nadu,Pudukkottai,Karambakkudi(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.6,Metric Tonnes,01-03-2026
